ticker,cutoff_date,model,status
AMZN,2013-05-23,GARCH,success
AMZN,2013-09-16,GARCH,success
AMZN,2014-01-08,GARCH,success
AMZN,2014-05-02,GARCH,success
AMZN,2014-08-25,GARCH,success
AMZN,2014-12-16,GARCH,success
AMZN,2015-04-13,GARCH,success
AMZN,2015-08-04,GARCH,success
AMZN,2015-11-24,GARCH,success
AMZN,2016-03-21,GARCH,success
AMZN,2016-07-13,GARCH,success
AMZN,2016-11-02,GARCH,success
AMZN,2017-02-28,GARCH,success
AMZN,2017-06-21,GARCH,success
AMZN,2017-10-12,GARCH,success
AMZN,2018-02-06,GARCH,success
AMZN,2018-05-31,GARCH,success
AMZN,2018-09-21,GARCH,success
AMZN,2019-01-17,GARCH,success
AMZN,2019-05-13,GARCH,success
AMZN,2019-09-04,GARCH,success
AMZN,2019-12-26,GARCH,success
AMZN,2020-04-21,GARCH,success
AMZN,2020-08-12,GARCH,success
AMZN,2020-12-03,GARCH,success
AMZN,2021-03-30,GARCH,success
AMZN,2021-07-22,GARCH,success
AMZN,2021-11-11,GARCH,success
AMZN,2022-03-08,GARCH,success
AMZN,2022-06-30,GARCH,success
AMZN,2022-10-21,GARCH,success
AMZN,2023-02-15,GARCH,success
AMZN,2023-06-09,GARCH,success
AMZN,2023-10-03,GARCH,success
AMZN,2024-01-26,GARCH,success
AMZN,2024-05-20,GARCH,success
AMZN,2024-09-12,GARCH,success
AMZN,2025-01-06,GARCH,success
AMZN,2025-05-01,GARCH,success
AMZN,2025-08-25,GARCH,success
AMZN,2025-12-16,GARCH,success
AMZN,2026-04-13,GARCH,success
AMZN,2026-08-06,GARCH,success
ENPH,2013-06-11,GARCH,success
ENPH,2013-09-16,GARCH,success
ENPH,2013-12-20,GARCH,success
ENPH,2014-03-31,GARCH,success
ENPH,2014-07-08,GARCH,success
ENPH,2014-10-10,GARCH,success
ENPH,2015-01-20,GARCH,success
ENPH,2015-04-27,GARCH,success
ENPH,2015-08-03,GARCH,success
ENPH,2015-11-05,GARCH,success
ENPH,2016-02-16,GARCH,success
ENPH,2016-05-20,GARCH,success
ENPH,2016-08-26,GARCH,success
ENPH,2016-12-01,GARCH,success
ENPH,2017-03-13,GARCH,success
ENPH,2017-06-16,GARCH,success
ENPH,2017-09-22,GARCH,success
ENPH,2017-12-28,GARCH,success
ENPH,2018-04-09,GARCH,success
ENPH,2018-07-13,GARCH,success
ENPH,2018-10-18,GARCH,success
ENPH,2019-01-28,GARCH,success
ENPH,2019-05-06,GARCH,success
ENPH,2019-08-09,GARCH,success
ENPH,2019-11-14,GARCH,success
ENPH,2020-02-24,GARCH,success
ENPH,2020-06-01,GARCH,success
ENPH,2020-09-03,GARCH,success
ENPH,2020-12-10,GARCH,success
ENPH,2021-03-19,GARCH,success
ENPH,2021-06-25,GARCH,success
ENPH,2021-09-30,GARCH,success
ENPH,2022-01-06,GARCH,success
ENPH,2022-04-13,GARCH,success
ENPH,2022-07-22,GARCH,success
ENPH,2022-10-26,GARCH,success
ENPH,2023-02-03,GARCH,success
ENPH,2023-05-11,GARCH,success
ENPH,2023-08-18,GARCH,success
ENPH,2023-11-22,GARCH,success
ENPH,2024-03-04,GARCH,success
ENPH,2024-06-07,GARCH,success
ENPH,2024-09-16,GARCH,success
ENPH,2024-12-19,GARCH,success
ENPH,2025-04-01,GARCH,success
ENPH,2025-07-09,GARCH,success
ENPH,2025-10-14,GARCH,success
ENPH,2026-01-21,GARCH,success
ENPH,2026-04-29,GARCH,success
ENPH,2026-08-06,GARCH,success
SMCI,2011-03-11,GARCH,success
SMCI,2011-07-05,GARCH,success
SMCI,2011-10-25,GARCH,success
SMCI,2012-02-17,GARCH,success
SMCI,2012-06-12,GARCH,success
SMCI,2012-10-03,GARCH,success
SMCI,2013-01-30,GARCH,success
SMCI,2013-05-23,GARCH,success
SMCI,2013-09-16,GARCH,success
SMCI,2014-01-08,GARCH,success
SMCI,2014-05-02,GARCH,success
SMCI,2014-08-25,GARCH,success
SMCI,2014-12-16,GARCH,success
SMCI,2015-04-13,GARCH,success
SMCI,2015-08-04,GARCH,success
SMCI,2015-11-24,GARCH,success
SMCI,2016-03-21,GARCH,success
SMCI,2016-07-13,GARCH,success
SMCI,2016-11-02,GARCH,success
SMCI,2017-02-28,GARCH,success
SMCI,2017-06-21,GARCH,success
SMCI,2017-10-12,GARCH,success
SMCI,2018-02-06,GARCH,success
SMCI,2018-05-31,GARCH,success
SMCI,2018-09-21,GARCH,success
SMCI,2019-01-17,GARCH,success
SMCI,2019-05-13,GARCH,success
SMCI,2019-09-04,GARCH,success
SMCI,2019-12-26,GARCH,success
SMCI,2020-04-21,GARCH,success
SMCI,2020-08-12,GARCH,success
SMCI,2020-12-03,GARCH,success
SMCI,2021-03-30,GARCH,success
SMCI,2021-07-22,GARCH,success
SMCI,2021-11-11,GARCH,success
SMCI,2022-03-08,GARCH,success
SMCI,2022-06-30,GARCH,success
SMCI,2022-10-21,GARCH,success
SMCI,2023-02-15,GARCH,success
SMCI,2023-06-09,GARCH,success
SMCI,2023-10-03,GARCH,success
SMCI,2024-01-26,GARCH,success
SMCI,2024-05-20,GARCH,success
SMCI,2024-09-12,GARCH,success
SMCI,2025-01-06,GARCH,success
SMCI,2025-05-01,GARCH,success
SMCI,2025-08-25,GARCH,success
SMCI,2025-12-16,GARCH,success
SMCI,2026-04-13,GARCH,success
SMCI,2026-08-06,GARCH,success
CVNA,2018-07-06,GARCH,success
CVNA,2018-09-04,GARCH,success
CVNA,2018-10-31,GARCH,success
CVNA,2019-01-03,GARCH,success
CVNA,2019-03-05,GARCH,success
CVNA,2019-05-03,GARCH,success
CVNA,2019-07-02,GARCH,success
CVNA,2019-08-30,GARCH,success
CVNA,2019-10-29,GARCH,success
CVNA,2019-12-30,GARCH,success
CVNA,2020-02-28,GARCH,success
CVNA,2020-04-28,GARCH,success
CVNA,2020-06-26,GARCH,success
CVNA,2020-08-25,GARCH,success
CVNA,2020-10-23,GARCH,success
CVNA,2020-12-22,GARCH,success
CVNA,2021-02-24,GARCH,success
CVNA,2021-04-23,GARCH,success
CVNA,2021-06-23,GARCH,success
CVNA,2021-08-20,GARCH,success
CVNA,2021-10-19,GARCH,success
CVNA,2021-12-17,GARCH,success
CVNA,2022-02-16,GARCH,success
CVNA,2022-04-19,GARCH,success
CVNA,2022-06-16,GARCH,success
CVNA,2022-08-17,GARCH,success
CVNA,2022-10-14,GARCH,success
CVNA,2022-12-14,GARCH,success
CVNA,2023-02-14,GARCH,success
CVNA,2023-04-17,GARCH,success
CVNA,2023-06-14,GARCH,success
CVNA,2023-08-14,GARCH,success
CVNA,2023-10-12,GARCH,success
CVNA,2023-12-11,GARCH,success
CVNA,2024-02-12,GARCH,success
CVNA,2024-04-11,GARCH,success
CVNA,2024-06-11,GARCH,success
CVNA,2024-08-09,GARCH,success
CVNA,2024-10-09,GARCH,success
CVNA,2024-12-06,GARCH,success
CVNA,2025-02-07,GARCH,success
CVNA,2025-04-09,GARCH,success
CVNA,2025-06-09,GARCH,success
CVNA,2025-08-08,GARCH,success
CVNA,2025-10-07,GARCH,success
CVNA,2025-12-05,GARCH,success
CVNA,2026-02-05,GARCH,success
CVNA,2026-04-08,GARCH,success
CVNA,2026-06-05,GARCH,success
CVNA,2026-08-06,GARCH,success
PLUG,2011-03-11,GARCH,success
PLUG,2011-07-05,GARCH,success
PLUG,2011-10-25,GARCH,success
PLUG,2012-02-17,GARCH,success
PLUG,2012-06-12,GARCH,success
PLUG,2012-10-03,GARCH,success
PLUG,2013-01-30,GARCH,success
PLUG,2013-05-23,GARCH,success
PLUG,2013-09-16,GARCH,success
PLUG,2014-01-08,GARCH,success
PLUG,2014-05-02,GARCH,success
PLUG,2014-08-25,GARCH,success
PLUG,2014-12-16,GARCH,success
PLUG,2015-04-13,GARCH,success
PLUG,2015-08-04,GARCH,success
PLUG,2015-11-24,GARCH,success
PLUG,2016-03-21,GARCH,success
PLUG,2016-07-13,GARCH,success
PLUG,2016-11-02,GARCH,success
PLUG,2017-02-28,GARCH,success
PLUG,2017-06-21,GARCH,success
PLUG,2017-10-12,GARCH,success
PLUG,2018-02-06,GARCH,success
PLUG,2018-05-31,GARCH,success
PLUG,2018-09-21,GARCH,success
PLUG,2019-01-17,GARCH,success
PLUG,2019-05-13,GARCH,success
PLUG,2019-09-04,GARCH,success
PLUG,2019-12-26,GARCH,success
PLUG,2020-04-21,GARCH,success
PLUG,2020-08-12,GARCH,success
PLUG,2020-12-03,GARCH,success
PLUG,2021-03-30,GARCH,success
PLUG,2021-07-22,GARCH,success
PLUG,2021-11-11,GARCH,success
PLUG,2022-03-08,GARCH,success
PLUG,2022-06-30,GARCH,success
PLUG,2022-10-21,GARCH,success
PLUG,2023-02-15,GARCH,success
PLUG,2023-06-09,GARCH,success
PLUG,2023-10-03,GARCH,success
PLUG,2024-01-26,GARCH,success
PLUG,2024-05-20,GARCH,success
PLUG,2024-09-12,GARCH,success
PLUG,2025-01-06,GARCH,success
PLUG,2025-05-01,GARCH,success
PLUG,2025-08-25,GARCH,success
PLUG,2025-12-16,GARCH,success
PLUG,2026-04-13,GARCH,success
PLUG,2026-08-06,GARCH,success
RKLB,2022-02-02,GARCH,success
RKLB,2022-03-08,GARCH,success
RKLB,2022-04-08,GARCH,success
RKLB,2022-05-12,GARCH,success
RKLB,2022-06-15,GARCH,success
RKLB,2022-07-20,GARCH,success
RKLB,2022-08-22,GARCH,success
RKLB,2022-09-23,GARCH,success
RKLB,2022-10-26,GARCH,success
RKLB,2022-11-29,GARCH,success
RKLB,2023-01-03,GARCH,success
RKLB,2023-02-06,GARCH,success
RKLB,2023-03-10,GARCH,success
RKLB,2023-04-13,GARCH,success
RKLB,2023-05-16,GARCH,success
RKLB,2023-06-20,GARCH,success
RKLB,2023-07-24,GARCH,success
RKLB,2023-08-25,GARCH,success
RKLB,2023-09-28,GARCH,success
RKLB,2023-10-31,GARCH,success
RKLB,2023-12-04,GARCH,success
RKLB,2024-01-08,GARCH,success
RKLB,2024-02-09,GARCH,success
RKLB,2024-03-14,GARCH,success
RKLB,2024-04-17,GARCH,success
RKLB,2024-05-20,GARCH,success
RKLB,2024-06-24,GARCH,success
RKLB,2024-07-26,GARCH,success
RKLB,2024-08-28,GARCH,success
RKLB,2024-10-01,GARCH,success
RKLB,2024-11-01,GARCH,success
RKLB,2024-12-05,GARCH,success
RKLB,2025-01-10,GARCH,success
RKLB,2025-02-14,GARCH,success
RKLB,2025-03-20,GARCH,success
RKLB,2025-04-23,GARCH,success
RKLB,2025-05-27,GARCH,success
RKLB,2025-06-30,GARCH,success
RKLB,2025-08-01,GARCH,success
RKLB,2025-09-04,GARCH,success
RKLB,2025-10-07,GARCH,success
RKLB,2025-11-07,GARCH,success
RKLB,2025-12-11,GARCH,success
RKLB,2026-01-15,GARCH,success
RKLB,2026-02-19,GARCH,success
RKLB,2026-03-24,GARCH,success
RKLB,2026-04-27,GARCH,success
RKLB,2026-05-29,GARCH,success
RKLB,2026-07-02,GARCH,success
RKLB,2026-08-06,GARCH,success
IONQ,2022-03-11,GARCH,success
IONQ,2022-04-12,GARCH,success
IONQ,2022-05-16,GARCH,success
IONQ,2022-06-16,GARCH,success
IONQ,2022-07-21,GARCH,success
IONQ,2022-08-22,GARCH,success
IONQ,2022-09-23,GARCH,success
IONQ,2022-10-25,GARCH,success
IONQ,2022-11-28,GARCH,success
IONQ,2022-12-29,GARCH,success
IONQ,2023-02-02,GARCH,success
IONQ,2023-03-07,GARCH,success
IONQ,2023-04-10,GARCH,success
IONQ,2023-05-10,GARCH,success
IONQ,2023-06-13,GARCH,success
IONQ,2023-07-17,GARCH,success
IONQ,2023-08-17,GARCH,success
IONQ,2023-09-20,GARCH,success
IONQ,2023-10-20,GARCH,success
IONQ,2023-11-22,GARCH,success
IONQ,2023-12-26,GARCH,success
IONQ,2024-01-30,GARCH,success
IONQ,2024-03-01,GARCH,success
IONQ,2024-04-04,GARCH,success
IONQ,2024-05-06,GARCH,success
IONQ,2024-06-07,GARCH,success
IONQ,2024-07-11,GARCH,success
IONQ,2024-08-13,GARCH,success
IONQ,2024-09-13,GARCH,success
IONQ,2024-10-16,GARCH,success
IONQ,2024-11-15,GARCH,success
IONQ,2024-12-19,GARCH,success
IONQ,2025-01-24,GARCH,success
IONQ,2025-02-27,GARCH,success
IONQ,2025-04-01,GARCH,success
IONQ,2025-05-02,GARCH,success
IONQ,2025-06-05,GARCH,success
IONQ,2025-07-09,GARCH,success
IONQ,2025-08-11,GARCH,success
IONQ,2025-09-11,GARCH,success
IONQ,2025-10-14,GARCH,success
IONQ,2025-11-13,GARCH,success
IONQ,2025-12-17,GARCH,success
IONQ,2026-01-21,GARCH,success
IONQ,2026-02-24,GARCH,success
IONQ,2026-03-26,GARCH,success
IONQ,2026-04-29,GARCH,success
IONQ,2026-06-01,GARCH,success
IONQ,2026-07-06,GARCH,success
IONQ,2026-08-06,GARCH,success
